id,data,label
8004,Design shall be prepared by designers who comply with the criteria stated in the Employer’s Requirements.,OBLI-direct#OTHERS
8005,Design shall be prepared by designers who are qualified and entitled under applicable Laws to design the Works.,OBLI-direct#OTHERS
8006,"The Employer shall not be responsible for any error, inaccuracy or omission of any kind in the Employer’s Requirements as originally included in the Contract and shall not be deemed to have given any representation of accuracy or completeness of any data or information, except as stated in this Sub-Clause below.",EMPLOYER#OBLI-direct
8007,"Any data or information received by the Contractor, from the Employer or otherwise, shall not relieve the Contractor from the Contractor’s responsibility for the execution of the Works.",NON
8008,"However, the Employer shall be responsible for the correctness of the following portions of the Employer’s Requirements and the portions, data and information which are stated in the Contract as being immutable or the responsibility of the Employer.",EMPLOYER#OBLI-direct
8009,the Employer shall be responsible for the correctness of the following portions of the Employer’s Requirements and the definitions of intended purposes of the Works or any parts thereof.,EMPLOYER#OBLI-direct
8010,the Employer shall be responsible for the correctness of the following portions of the Employer’s Requirements and the criteria for the testing and performance of the completed Works.,EMPLOYER#OBLI-direct
8011,"the Employer shall be responsible for the correctness of the following portions of the Employer’s Requirements and the portions, data and information which cannot be verified by the Contractor, except as otherwise stated in the Contract.",EMPLOYER#OBLI-direct
8012,The Contractor’s Documents shall comprise the documents specified in the Employer’s Requirements.,NON
8013,"The Contractor’s Documents shall comprise the documents required to satisfy all permits, permissions, licences and other regulatory approvals which are the Contractor’s responsibility under Sub-Clause.",NON
8014,"The Contractor’s Documents shall comprise the documents described in Sub-Clause and Sub-Clause, where applicable.",NON
8015,"Unless otherwise stated in the Employer’s Requirements, the Contractor’s Documents shall be written in the language for communications defined in Sub-Clause.",NON
8016,"The Contractor shall prepare all Contractor’s Documents, and any other documents necessary to complete and implement the design during execution of the Works and to instruct the Contractor’s Personnel.",CONTRACTOR#OBLI-direct
8017,"In this Sub-Clause, “Review Period” means the period not exceeding 21 days, or as otherwise stated in the Employer’s Requirements, calculated from the date on which the Employer receives a Contractor’s Document and a Contractor’s Notice.",NON
8018,"In this Sub-Clause, “Contractor’s Document” excludes any of the Contractor’s Documents which is not specified in the Employer’s Requirements or these Conditions as being required to be submitted for Review, but includes all documents on which a specified Contractor’s Document relies for completeness.",NON
8019,"In this Sub-Clause, “Contractor’s Notice” means the Notice which shall state that the relevant Contractor’s Document is considered by the Contractor to be ready for Review under this Sub-Clauseand for use, and that it complies with the Employer’s Requirements and these Conditions, or the extent to which it does not do so.",NON
8020,"If the Employer’s Requirements or these Conditions specify that a Contractor’s Document is to be submitted to the Employer for Review, it shall be submitted accordingly, together with a Contractor’s Notice.",NON
8021,"The Employer shall, within the Review Period, give a Notice to the Contractor of No-objection.",EMPLOYER#OBLI-direct
8022,"The Employer shall, within the Review Period, give a Notice to the Contractor that the Contractor’s Document fails to comply with the Employer’s Requirements and the Contract, with reasons.",EMPLOYER#OBLI-direct
8023,"If the Employer gives no Notice within the Review Period, the Employer shall be deemed to have given a Notice of No-objection to the Contractor’s Document have been given, or are deemed to have been given, a Notice of No-objection.",NON
8024,"If the Employer instructs that further Contractor’s Documents are reasonably required to demonstrate that the Contractor’s design complies with the Contract, the Contractor shall prepare and submit them promptly to the Employer at the Contractor’s cost.",CONTRACTOR#OBLI-direct
